x1,x2
470.58560686291196,144.07175440798483
-327.3729956107135,
-448.8328748927139,188.34257958262378
-104.37016632220684,
,-380.9079316240585
-452.50037420376646,
-148.18499645283327,
471.42470341566843,372.2373392725941
,255.66579418542472
,-264.96642835017553
-266.82888034480914,
,-293.7588516088796
-29.58454386434437,-487.127600465099
,448.8275971216542
-219.84984973804785,
,-26.461124714692687
-454.0004976497446,
,239.26252409312303
,-205.1685351850183
280.4576061324253,-444.81536436953377
-197.4016865827457,
-202.16466078826375,
-378.1358167039639,
,-192.4602458384045
,-433.90455075006105
,-26.169923683432103
,-69.10000478720542
,-66.60401111232932
45.21539966810576,
-16.86873999241766,
