x1,x2
470.58560686291196,144.07175440798483
-327.3729956107135,
-448.8328748927139,188.34257958262378
,-493.67785748763197
,-380.9079316240585
-452.50037420376646,
,43.134900478048394
471.42470341566843,372.2373392725941
,255.66579418542472
,-264.96642835017553
-266.82888034480914,
160.26709389321968,
-29.58454386434437,-487.127600465099
170.25272904603491,
,-125.84323859338531
,-26.461124714692687
-454.0004976497446,
,239.26252409312303
-317.0900616652657,
280.4576061324253,-444.81536436953377
-197.4016865827457,
,120.69866970977421
-378.1358167039639,
,-192.4602458384045
,-433.90455075006105
,-26.169923683432103
-19.916395363908237,
185.5482401579792,
,-400.57324004799284
-16.86873999241766,
