x1,x2
470.58560686291196,144.07175440798483
-327.3729956107135,
-448.8328748927139,188.34257958262378
-104.37016632220684,
313.403486933443,
,-228.6569280932806
-148.18499645283327,
471.42470341566843,372.2373392725941
507.4596179679379,
,-264.96642835017553
,314.222706286219
,-293.7588516088796
-29.58454386434437,-487.127600465099
170.25272904603491,
-219.84984973804785,
,-26.461124714692687
,-131.64818579012535
,239.26252409312303
,-205.1685351850183
280.4576061324253,-444.81536436953377
,198.27614428229253
,120.69866970977421
,-484.00485990837205
,-192.4602458384045
177.78181813387414,
-375.1637443503329,
-19.916395363908237,
,-66.60401111232932
,-400.57324004799284
,-173.01454089854246
