x1,x2
470.58560686291196,144.07175440798483
-327.3729956107135,
-448.8328748927139,188.34257958262378
-104.37016632220684,
,-380.9079316240585
-452.50037420376646,
,43.134900478048394
471.42470341566843,372.2373392725941
507.4596179679379,
,-264.96642835017553
-266.82888034480914,
160.26709389321968,
-29.58454386434437,-487.127600465099
170.25272904603491,
,-125.84323859338531
-462.9734494303817,
-454.0004976497446,
,239.26252409312303
,-205.1685351850183
280.4576061324253,-444.81536436953377
-197.4016865827457,
-202.16466078826375,
,-484.00485990837205
,-192.4602458384045
,-433.90455075006105
-375.1637443503329,
-19.916395363908237,
,-66.60401111232932
,-400.57324004799284
,-173.01454089854246
