x1,x2
470.58560686291196,144.07175440798483
-327.3729956107135,288.79401149559817
-448.8328748927139,188.34257958262378
-104.37016632220684,-493.67785748763197
313.403486933443,-380.9079316240585
-452.50037420376646,-228.6569280932806
-148.18499645283327,43.134900478048394
471.42470341566843,372.2373392725941
507.4596179679379,255.66579418542472
308.07413386248777,-264.96642835017553
-266.82888034480914,314.222706286219
160.26709389321968,-293.7588516088796
-29.58454386434437,-487.127600465099
170.25272904603491,448.8275971216542
-219.84984973804785,-125.84323859338531
-462.9734494303817,-26.461124714692687
-454.0004976497446,-131.64818579012535
-298.8500086580027,239.26252409312303
-317.0900616652657,-205.1685351850183
280.4576061324253,-444.81536436953377
-197.4016865827457,198.27614428229253
-202.16466078826375,120.69866970977421
-378.1358167039639,-484.00485990837205
-412.7441020330556,-192.4602458384045
177.78181813387414,-433.90455075006105
-375.1637443503329,-26.169923683432103
-19.916395363908237,-69.10000478720542
185.5482401579792,-66.60401111232932
45.21539966810576,-400.57324004799284
-16.86873999241766,-173.01454089854246
