x1,x2
470.58560686291196,144.07175440798483
,288.79401149559817
-448.8328748927139,188.34257958262378
-104.37016632220684,
313.403486933443,
-452.50037420376646,
,43.134900478048394
471.42470341566843,372.2373392725941
,255.66579418542472
308.07413386248777,
,314.222706286219
,-293.7588516088796
-29.58454386434437,-487.127600465099
170.25272904603491,
,-125.84323859338531
,-26.461124714692687
,-131.64818579012535
,239.26252409312303
-317.0900616652657,
280.4576061324253,-444.81536436953377
,198.27614428229253
,120.69866970977421
-378.1358167039639,
-412.7441020330556,
,-433.90455075006105
,-26.169923683432103
,-69.10000478720542
,-66.60401111232932
45.21539966810576,
-16.86873999241766,
